Date, Time, Latitude, Longitude, Altitude, Satellites, HDOP, PDOP, Temperature [C], Speed [km/h], TTFF, SNR AVG, SNR MAX
2023-10-05, 01:35:22,14.0330083,-23.9525833,16,4,1.6,1.9,24,1.852,13,35,40
2023-10-05, 01:40:50,14.031725,-23.95254,14,4,1.6,1.9,24,1.852,41,23,28
2023-10-05, 01:45:27,14.0305033,-23.9525083,30,4,1.7,1.9,24,1.852,18,33,39
2023-10-05, 01:50:27,14.0293167,-23.952365,16,4,1.7,2,24,1.852,18,35,38
2023-10-05, 01:55:30,14.0254317,-23.9499767,12,4,1.8,2,24,35.188,21,37,39
2023-10-05, 02:00:19,14.0238883,-23.9491833,12,4,1.8,2.1,24,0,11,37,42
2023-10-05, 02:05:22,14.022795,-23.9492683,16,4,1.9,2.1,24,1.852,13,36,41
2023-10-05, 02:10:55,14.021505,-23.9430333,52,5,2.6,4.3,23,22.224,46,38,42
2023-10-05, 02:15:11,14.0168683,-23.9316167,50,5,1.5,1.8,22,64.82,3,37,40
2023-10-05, 02:20:11,14.0056833,-23.940555,66,5,1.5,1.8,22,35.188,3,38,42
2023-10-05, 02:25:12,13.9910733,-23.9514067,178,5,1.5,1.8,22,59.264,4,35,41
2023-10-05, 02:30:10,13.9768183,-23.9423833,94,6,1.3,1.5,21,61.116,2,35,41
2023-10-05, 02:35:14,13.9670867,-23.9446667,56,6,1.3,1.5,22,46.3,6,37,41
2023-10-05, 02:40:19,13.9542,-23.9259283,66,5,2,2.2,22,25.928,11,36,40
2023-10-05, 02:45:10,13.9336883,-23.9122083,30,6,1.2,1.5,22,40.744,2,38,42
2023-10-05, 02:50:12,13.9325333,-23.91127,12,5,1.3,1.6,24,12.964,4,37,40
2023-10-05, 02:55:12,13.93169,-23.91123,-10,6,1.1,1.4,24,1.852,4,36,41
2023-10-05, 03:00:13,13.9307317,-23.9110517,-2,6,1.1,1.4,24,1.852,5,23,25
2023-10-05, 03:05:10,13.9298467,-23.910875,-6,6,1.1,1.4,24,0,2,34,39
2023-10-05, 03:10:10,13.9290467,-23.9107583,8,5,1.2,1.5,24,0,2,35,41
2023-10-05, 03:15:12,13.9284167,-23.9105267,6,5,1.2,1.5,24,0,4,35,40
2023-10-05, 03:20:16,13.9274683,-23.9099433,-38,5,1.2,1.5,24,1.852,8,33,38
2023-10-05, 03:25:12,13.9269667,-23.9101033,6,5,1.2,1.5,24,0,4,34,39
2023-10-05, 03:30:12,13.9211417,-23.9112183,436,5,1.9,2.1,24,5.556,3,34,40
2023-10-05, 03:35:13,13.92537,-23.909165,-44,5,1.1,1.4,24,0,5,32,36
2023-10-05, 03:40:16,13.92467,-23.9091567,-28,5,1,1.4,24,0,8,29,31
2023-10-05, 03:45:12,13.9216417,-23.9083533,-4,7,0.8,1.2,24,53.708,4,36,41
2023-10-05, 03:50:13,13.9166133,-23.9057467,-18,6,0.9,1.3,24,0,5,30,35
2023-10-05, 03:55:15,13.91583,-23.90553,-50,5,1.1,1.4,24,1.852,7,27,33
2023-10-05, 04:00:22,13.9146,-23.905445,40,5,1.6,1.9,24,1.852,14,35,40
2023-10-05, 04:05:13,13.914725,-23.9050267,-44,5,1,1.3,24,1.852,5,33,38
2023-10-05, 04:10:19,13.9135167,-23.9052083,42,6,1,1.3,24,0,11,31,38
2023-10-05, 04:15:18,13.9132333,-23.9046133,-28,5,1.1,1.4,24,1.852,10,23,25
2023-10-05, 04:20:25,13.9138667,-23.9040683,-250,5,1.5,1.8,24,0,17,24,27
2023-10-05, 04:25:25,13.9129833,-23.904165,-236,5,1.5,1.8,24,0,17,31,38
2023-10-05, 04:30:20,13.9113067,-23.9042267,0,5,1.5,1.7,24,0,12,26,30
2023-10-05, 04:35:20,13.9105933,-23.904115,4,5,1.4,1.7,24,3.704,12,23,25
2023-10-05, 04:40:19,13.9066167,-23.9016967,148,5,1.4,1.7,24,1.852,11,29,33
2023-10-05, 04:45:20,13.9127467,-23.900385,-1650,5,1.3,1.7,24,1.852,12,29,33
2023-10-05, 04:50:36,13.905835,-23.9008467,38,5,1.3,1.6,24,0,28,30,37
2023-10-05, 04:55:26,13.90541,-23.900415,2,5,1.3,1.6,24,1.852,18,33,38
2023-10-05, 05:00:26,13.9048683,-23.8998733,30,5,1.3,1.6,24,1.852,18,23,24
2023-10-05, 05:05:43,13.9046667,-23.89967,-84,5,1.2,1.6,24,0,35,35,39
2023-10-05, 05:10:27,13.9041717,-23.8993333,-138,5,1.2,1.5,24,0,19,32,38
2023-10-05, 05:15:26,13.9035283,-23.8993217,-256,5,1.2,1.5,24,1.852,18,33,38
2023-10-05, 05:20:20,13.9023033,-23.8988783,-38,5,1.2,1.5,24,1.852,12,26,32
2023-10-05, 05:25:30,13.9022483,-23.89881,-218,5,1.1,1.5,24,5.556,22,24,28
2023-10-05, 05:30:28,13.90157,-23.8987167,-170,5,2.4,2.6,24,1.852,20,31,38
2023-10-05, 05:35:32,13.9007083,-23.89854,-112,5,2.3,2.5,24,0,24,24,28
2023-10-05, 05:40:36,13.8994917,-23.8964983,514,6,1,1.3,24,1.852,27,34,39
2023-10-05, 05:45:35,13.8988717,-23.8971333,204,6,1,1.3,24,1.852,27,27,35
2023-10-05, 05:50:20,13.8986567,-23.8975117,-44,6,1,1.3,24,1.852,12,29,33
2023-10-05, 05:55:20,13.8977533,-23.896795,128,6,1,1.3,24,1.852,12,34,38
2023-10-05, 06:00:20,13.8970433,-23.8966933,98,5,2,2.2,24,1.852,12,34,38
2023-10-05, 06:05:34,13.896105,-23.896285,230,5,1.3,1.6,24,0,26,32,37
2023-10-05, 06:10:35,13.895235,-23.8959017,108,6,1,1.4,24,0,27,36,41
2023-10-05, 06:15:31,13.894565,-23.8955883,202,5,1.3,1.6,24,0,23,32,37
2023-10-05, 06:20:19,13.8939817,-23.8952833,186,5,1.2,1.6,24,0,11,30,35
2023-10-05, 06:25:13,13.8933383,-23.8949317,158,5,1.2,1.5,24,0,5,28,31
2023-10-05, 06:30:14,13.8927083,-23.8944383,156,5,1.2,1.5,24,0,6,36,39
2023-10-05, 06:35:21,13.8920133,-23.8939133,152,5,1.2,1.5,24,1.852,13,37,39
2023-10-05, 06:40:41,13.891285,-23.8933533,40,6,1.1,1.4,24,1.852,33,33,38
2023-10-05, 06:45:20,13.890215,-23.8981483,140,6,1.1,1.4,24,0,12,35,40
2023-10-05, 06:50:18,13.8896617,-23.8976117,94,6,1.1,1.4,24,0,10,29,32
2023-10-05, 06:55:13,13.8890667,-23.8969733,4,6,1.1,1.4,24,1.852,5,34,38
2023-10-05, 07:00:17,13.8883767,-23.8963183,-50,6,1,1.4,24,1.852,9,32,38
2023-10-05, 07:05:18,13.887825,-23.8957317,-20,6,1,1.4,24,1.852,10,30,33
2023-10-05, 07:10:15,13.8872017,-23.8950617,-56,6,1,1.4,24,1.852,7,29,34
2023-10-05, 07:15:18,13.8866817,-23.8946317,0,5,1.1,1.5,24,1.852,10,30,34
2023-10-05, 07:20:31,13.8858933,-23.8939483,-62,6,1,1.4,24,0,23,33,39
2023-10-05, 07:25:14,13.8851367,-23.8933383,-112,6,1.1,1.4,24,1.852,6,38,41
2023-10-05, 07:30:12,13.883795,-23.8881117,-26,6,1,1.3,22,16.668,4,37,41
2023-10-05, 07:35:15,13.881015,-23.8752583,-102,6,1.1,1.4,22,33.336,7,37,40
2023-10-05, 07:40:15,13.8689317,-23.8540217,-22,6,1.1,1.4,22,44.448,7,36,39
2023-10-05, 07:45:16,13.844755,-23.8327817,-28,6,1.1,1.4,22,40.744,8,37,41
2023-10-05, 07:50:20,13.8304317,-23.81604,68,6,1.1,1.4,22,51.856,12,36,39
2023-10-05, 07:55:22,13.81587,-23.7994383,4,7,1,1.3,22,9.26,14,35,39
2023-10-05, 08:00:20,13.8054,-23.7813667,84,7,0.9,1.3,22,24.076,12,37,40
2023-10-05, 08:05:13,13.8008617,-23.7729183,84,6,1.2,1.5,23,38.892,5,38,43
2023-10-05, 08:10:15,13.7978717,-23.7681217,-30,5,1.3,1.5,24,1.852,7,34,36
2023-10-05, 08:15:15,13.797,-23.7681367,0,5,1.3,1.6,24,0,7,34,38
2023-10-05, 08:20:16,13.7960817,-23.7685367,106,5,1.3,1.6,24,1.852,8,34,39
2023-10-05, 08:25:20,13.7944883,-23.7674483,24,5,1.1,1.4,24,0,12,30,36
2023-10-05, 08:30:26,13.7937267,-23.767525,46,6,1,1.3,24,3.704,18,27,34
2023-10-05, 08:35:44,13.7922,-23.7672067,72,6,1.2,1.5,24,1.852,36,30,34
2023-10-05, 08:51:04,13.7877267,-23.76731,26,6,1.1,1.4,24,1.852,56,33,39
2023-10-05, 08:55:33,13.7880233,-23.7605033,20,6,1.2,1.5,24,0,25,31,37
2023-10-05, 09:00:21,13.7874433,-23.7621967,104,4,2,2.3,24,0,13,34,40
2023-10-05, 09:05:16,13.7867017,-23.7618433,58,5,1.4,1.7,24,1.852,8,31,37
2023-10-05, 09:10:17,13.78622,-23.7622933,-46,6,1.2,1.5,24,1.852,9,28,35
2023-10-05, 09:15:15,13.7850217,-23.7621283,-48,6,1.2,1.5,24,1.852,7,34,40
2023-10-05, 09:20:14,13.7838167,-23.7618817,-44,7,1.1,1.3,24,0,6,34,40
2023-10-05, 09:25:14,13.782475,-23.76125,30,8,0.9,1.2,24,0,6,32,40
2023-10-05, 09:30:16,13.7814617,-23.7609267,4,5,1.1,1.4,24,0,8,32,38
2023-10-05, 09:35:15,13.781465,-23.7611567,-74,5,1.4,1.7,24,1.852,7,34,39
2023-10-05, 09:40:15,13.7784833,-23.7592667,224,5,1.3,1.6,24,1.852,7,37,41
2023-10-05, 09:45:14,13.7784583,-23.7600717,-82,7,1,1.3,24,1.852,6,35,39
2023-10-05, 09:50:19,13.7765967,-23.75887,240,7,1,1.3,24,1.852,11,32,41
